AGEP,SCHL,MAR,SEX,RAC1P,OCCP,COW,POBP,RELP,WKHP,PINCP
41.0,22.0,1.0,2.0,1.0,3255.0,5.0,49.0,1.0,40.0,True
72.0,23.0,1.0,2.0,1.0,3630.0,6.0,36.0,1.0,25.0,False
47.0,19.0,3.0,2.0,1.0,2145.0,6.0,18.0,0.0,15.0,False
75.0,21.0,3.0,1.0,1.0,2640.0,6.0,27.0,0.0,8.0,True
30.0,21.0,1.0,2.0,1.0,3255.0,2.0,37.0,0.0,55.0,True
21.0,19.0,5.0,1.0,1.0,5240.0,1.0,4.0,0.0,25.0,False
21.0,19.0,5.0,1.0,1.0,1970.0,1.0,4.0,12.0,10.0,False
21.0,19.0,5.0,1.0,1.0,4350.0,1.0,4.0,12.0,18.0,False
21.0,19.0,5.0,1.0,1.0,2545.0,2.0,6.0,12.0,45.0,False
31.0,20.0,4.0,2.0,1.0,4030.0,1.0,12.0,0.0,40.0,False
24.0,16.0,5.0,1.0,1.0,9620.0,1.0,4.0,12.0,40.0,False
30.0,19.0,4.0,1.0,1.0,4700.0,1.0,53.0,13.0,55.0,False
41.0,24.0,1.0,1.0,1.0,2205.0,4.0,215.0,0.0,40.0,True
39.0,24.0,1.0,2.0,1.0,2205.0,4.0,42.0,1.0,40.0,True
42.0,21.0,1.0,2.0,1.0,2634.0,8.0,29.0,0.0,30.0,True
43.0,22.0,1.0,1.0,1.0,120.0,1.0,4.0,1.0,40.0,True
20.0,19.0,5.0,2.0,1.0,4720.0,1.0,4.0,2.0,20.0,False
20.0,19.0,5.0,2.0,1.0,4720.0,1.0,4.0,2.0,30.0,False
47.0,20.0,5.0,1.0,2.0,1108.0,1.0,36.0,0.0,40.0,False
50.0,20.0,3.0,2.0,1.0,350.0,2.0,48.0,13.0,40.0,True
40.0,20.0,1.0,2.0,1.0,3310.0,1.0,55.0,0.0,25.0,False
45.0,20.0,1.0,1.0,1.0,4251.0,1.0,55.0,1.0,45.0,True
69.0,21.0,1.0,1.0,1.0,2310.0,3.0,36.0,0.0,40.0,False
69.0,24.0,1.0,2.0,1.0,2205.0,4.0,39.0,1.0,40.0,True
38.0,18.0,1.0,1.0,1.0,7700.0,1.0,4.0,0.0,40.0,False
37.0,18.0,1.0,2.0,1.0,2005.0,1.0,4.0,1.0,40.0,True
20.0,16.0,5.0,1.0,1.0,3930.0,1.0,53.0,3.0,50.0,False
45.0,19.0,1.0,2.0,3.0,9141.0,1.0,4.0,0.0,40.0,False
63.0,9.0,1.0,1.0,1.0,4251.0,1.0,303.0,1.0,40.0,False
27.0,14.0,5.0,1.0,1.0,6260.0,1.0,4.0,2.0,40.0,False
31.0,20.0,4.0,2.0,1.0,5000.0,1.0,4.0,0.0,40.0,False
57.0,21.0,3.0,2.0,1.0,2840.0,1.0,39.0,0.0,40.0,False
49.0,20.0,1.0,1.0,3.0,220.0,5.0,4.0,1.0,36.0,True
19.0,19.0,5.0,2.0,9.0,4020.0,1.0,15.0,15.0,30.0,False
80.0,21.0,1.0,1.0,1.0,940.0,1.0,20.0,1.0,50.0,False
59.0,21.0,1.0,2.0,1.0,5100.0,3.0,41.0,0.0,40.0,False
58.0,21.0,1.0,1.0,1.0,800.0,2.0,4.0,1.0,40.0,False
67.0,21.0,1.0,1.0,1.0,9130.0,1.0,40.0,0.0,60.0,True
58.0,16.0,5.0,1.0,1.0,4251.0,6.0,36.0,0.0,50.0,True
42.0,21.0,1.0,1.0,6.0,800.0,1.0,26.0,0.0,45.0,True
39.0,22.0,1.0,2.0,1.0,800.0,1.0,26.0,1.0,15.0,False
41.0,19.0,1.0,1.0,1.0,120.0,1.0,4.0,0.0,45.0,False
42.0,22.0,1.0,2.0,8.0,5100.0,1.0,4.0,1.0,50.0,True
63.0,21.0,1.0,1.0,1.0,4950.0,7.0,39.0,1.0,60.0,False
41.0,21.0,1.0,2.0,1.0,1006.0,1.0,36.0,0.0,40.0,True
39.0,16.0,1.0,1.0,1.0,4850.0,1.0,49.0,1.0,40.0,False
49.0,23.0,3.0,1.0,1.0,4010.0,1.0,42.0,0.0,40.0,False
47.0,11.0,1.0,1.0,1.0,6050.0,1.0,303.0,1.0,40.0,False
47.0,15.0,3.0,2.0,1.0,4720.0,1.0,303.0,0.0,25.0,False
46.0,20.0,3.0,1.0,1.0,9130.0,1.0,6.0,13.0,25.0,False
51.0,17.0,1.0,2.0,1.0,5740.0,4.0,16.0,0.0,40.0,False
68.0,18.0,1.0,1.0,1.0,5940.0,4.0,6.0,1.0,40.0,True
47.0,23.0,1.0,1.0,6.0,3090.0,1.0,217.0,0.0,50.0,True
21.0,16.0,5.0,1.0,1.0,8030.0,1.0,4.0,0.0,40.0,False
18.0,18.0,5.0,2.0,1.0,4110.0,1.0,4.0,12.0,35.0,False
20.0,16.0,5.0,2.0,1.0,5610.0,1.0,53.0,13.0,32.0,False
58.0,23.0,3.0,2.0,1.0,2100.0,3.0,17.0,0.0,32.0,True
32.0,19.0,3.0,2.0,1.0,2300.0,2.0,6.0,0.0,29.0,False
53.0,6.0,5.0,1.0,1.0,4760.0,1.0,303.0,13.0,40.0,False
21.0,21.0,5.0,2.0,1.0,4760.0,1.0,26.0,0.0,25.0,False
23.0,21.0,5.0,1.0,1.0,9030.0,1.0,6.0,13.0,40.0,False
30.0,14.0,5.0,2.0,1.0,3603.0,1.0,4.0,0.0,50.0,False
62.0,22.0,1.0,2.0,1.0,8990.0,1.0,46.0,0.0,20.0,False
61.0,17.0,1.0,2.0,1.0,4720.0,1.0,42.0,1.0,30.0,False
36.0,22.0,3.0,2.0,1.0,800.0,1.0,53.0,0.0,45.0,True
31.0,21.0,5.0,1.0,1.0,335.0,1.0,24.0,13.0,60.0,False
37.0,21.0,1.0,2.0,1.0,9030.0,1.0,4.0,0.0,40.0,True
38.0,19.0,1.0,1.0,1.0,7315.0,1.0,6.0,1.0,40.0,False
56.0,20.0,4.0,1.0,1.0,9620.0,1.0,41.0,0.0,40.0,True
62.0,22.0,1.0,1.0,1.0,110.0,1.0,4.0,0.0,40.0,True
52.0,16.0,1.0,1.0,1.0,9130.0,1.0,6.0,0.0,55.0,True
52.0,20.0,1.0,2.0,1.0,3255.0,1.0,6.0,1.0,48.0,True
65.0,16.0,1.0,1.0,1.0,9150.0,1.0,33.0,0.0,35.0,False
46.0,18.0,1.0,2.0,1.0,1108.0,1.0,25.0,1.0,40.0,True
35.0,1.0,1.0,2.0,3.0,9600.0,1.0,4.0,0.0,40.0,False
37.0,21.0,1.0,2.0,1.0,3255.0,2.0,4.0,0.0,36.0,True
43.0,16.0,1.0,1.0,1.0,6230.0,1.0,303.0,1.0,40.0,False
58.0,13.0,1.0,2.0,8.0,4720.0,1.0,26.0,1.0,40.0,False
23.0,16.0,5.0,2.0,2.0,4760.0,1.0,26.0,2.0,35.0,False
30.0,21.0,1.0,1.0,9.0,1410.0,1.0,32.0,0.0,40.0,True
34.0,24.0,1.0,1.0,1.0,1108.0,2.0,45.0,0.0,40.0,True
33.0,22.0,1.0,2.0,1.0,750.0,3.0,4.0,1.0,40.0,True
31.0,16.0,1.0,2.0,1.0,3602.0,1.0,4.0,0.0,40.0,False
47.0,20.0,1.0,1.0,1.0,4920.0,6.0,4.0,0.0,40.0,True
46.0,21.0,1.0,2.0,1.0,910.0,1.0,303.0,1.0,40.0,True
62.0,17.0,1.0,1.0,1.0,4251.0,1.0,4.0,1.0,40.0,True
61.0,16.0,1.0,2.0,1.0,5120.0,1.0,55.0,0.0,40.0,False
62.0,16.0,1.0,1.0,1.0,800.0,1.0,55.0,1.0,40.0,True
37.0,22.0,5.0,2.0,1.0,440.0,1.0,36.0,0.0,45.0,False
39.0,18.0,5.0,1.0,1.0,136.0,1.0,26.0,12.0,44.0,False
51.0,16.0,1.0,1.0,1.0,7140.0,1.0,36.0,1.0,40.0,False
38.0,21.0,1.0,2.0,1.0,2330.0,3.0,9.0,0.0,60.0,False
42.0,19.0,1.0,1.0,1.0,310.0,1.0,303.0,1.0,40.0,False
46.0,21.0,4.0,1.0,9.0,4840.0,1.0,12.0,0.0,40.0,False
51.0,21.0,5.0,1.0,9.0,5240.0,1.0,6.0,13.0,36.0,False
45.0,22.0,1.0,1.0,1.0,4930.0,1.0,303.0,0.0,70.0,True
38.0,23.0,1.0,2.0,1.0,2002.0,1.0,303.0,1.0,25.0,False
20.0,16.0,5.0,1.0,1.0,4020.0,1.0,36.0,0.0,40.0,False
29.0,20.0,5.0,2.0,2.0,4020.0,1.0,12.0,13.0,40.0,False
63.0,16.0,1.0,2.0,1.0,4020.0,2.0,301.0,1.0,35.0,False
23.0,15.0,5.0,2.0,1.0,9620.0,1.0,4.0,0.0,22.0,False
24.0,16.0,5.0,2.0,1.0,9620.0,1.0,4.0,12.0,37.0,False
63.0,19.0,1.0,1.0,8.0,3740.0,3.0,4.0,0.0,54.0,True
62.0,22.0,1.0,2.0,8.0,2320.0,4.0,4.0,1.0,40.0,True
53.0,12.0,1.0,2.0,1.0,4030.0,1.0,303.0,0.0,30.0,False
31.0,12.0,4.0,1.0,1.0,7200.0,1.0,303.0,2.0,40.0,False
25.0,19.0,5.0,2.0,1.0,2002.0,7.0,303.0,2.0,40.0,False
69.0,20.0,3.0,2.0,1.0,4965.0,1.0,26.0,0.0,12.0,False
54.0,20.0,1.0,1.0,1.0,9130.0,1.0,303.0,0.0,40.0,False
58.0,20.0,1.0,1.0,6.0,650.0,1.0,247.0,0.0,40.0,False
48.0,16.0,1.0,2.0,6.0,52.0,1.0,207.0,1.0,50.0,True
18.0,19.0,5.0,2.0,6.0,4055.0,1.0,41.0,2.0,8.0,False
65.0,22.0,1.0,2.0,1.0,2006.0,7.0,19.0,0.0,30.0,False
63.0,21.0,1.0,1.0,1.0,220.0,3.0,303.0,0.0,55.0,True
58.0,20.0,1.0,2.0,1.0,705.0,4.0,4.0,0.0,45.0,True
60.0,21.0,1.0,1.0,1.0,4710.0,1.0,303.0,1.0,45.0,False
33.0,15.0,5.0,1.0,1.0,7160.0,6.0,6.0,13.0,30.0,False
40.0,18.0,1.0,2.0,1.0,4760.0,6.0,8.0,0.0,2.0,False
41.0,18.0,1.0,1.0,1.0,8990.0,1.0,39.0,1.0,40.0,True
69.0,19.0,1.0,2.0,1.0,5740.0,1.0,16.0,0.0,47.0,False
59.0,20.0,3.0,2.0,1.0,5330.0,1.0,4.0,0.0,40.0,False
17.0,15.0,5.0,1.0,1.0,4600.0,1.0,4.0,7.0,20.0,False
34.0,21.0,1.0,2.0,8.0,2310.0,4.0,17.0,0.0,40.0,False
37.0,15.0,1.0,1.0,8.0,4020.0,1.0,303.0,1.0,50.0,False
57.0,18.0,1.0,1.0,1.0,7000.0,1.0,4.0,1.0,40.0,True
26.0,19.0,5.0,1.0,1.0,5810.0,1.0,53.0,2.0,40.0,False
30.0,21.0,5.0,1.0,1.0,2600.0,2.0,55.0,0.0,40.0,False
41.0,16.0,1.0,2.0,8.0,4700.0,1.0,6.0,0.0,45.0,False
49.0,19.0,1.0,1.0,9.0,4760.0,1.0,26.0,1.0,55.0,True
24.0,16.0,5.0,2.0,8.0,5840.0,1.0,6.0,2.0,40.0,False
60.0,1.0,3.0,1.0,8.0,310.0,6.0,303.0,0.0,40.0,False
50.0,22.0,5.0,1.0,1.0,1050.0,1.0,26.0,0.0,29.0,True
63.0,23.0,1.0,1.0,9.0,3090.0,2.0,48.0,0.0,50.0,True
65.0,23.0,1.0,2.0,9.0,3090.0,2.0,48.0,1.0,16.0,False
76.0,1.0,3.0,1.0,6.0,4120.0,1.0,247.0,0.0,48.0,True
65.0,16.0,3.0,2.0,1.0,3603.0,1.0,17.0,0.0,24.0,False
49.0,16.0,1.0,1.0,1.0,6230.0,1.0,303.0,0.0,40.0,False
21.0,16.0,5.0,2.0,1.0,5240.0,1.0,4.0,10.0,8.0,False
39.0,15.0,3.0,1.0,9.0,4020.0,1.0,41.0,0.0,45.0,False
38.0,22.0,1.0,1.0,8.0,1530.0,7.0,35.0,0.0,30.0,True
38.0,21.0,1.0,2.0,9.0,2310.0,1.0,4.0,1.0,4.0,False
27.0,17.0,5.0,1.0,8.0,4020.0,1.0,303.0,0.0,40.0,False
24.0,19.0,5.0,1.0,8.0,4020.0,1.0,303.0,5.0,30.0,False
51.0,11.0,1.0,1.0,8.0,4055.0,1.0,303.0,6.0,40.0,False
48.0,16.0,1.0,2.0,8.0,4230.0,1.0,303.0,6.0,40.0,False
24.0,14.0,5.0,1.0,9.0,4140.0,1.0,40.0,2.0,25.0,False
26.0,18.0,5.0,1.0,1.0,8740.0,1.0,40.0,4.0,40.0,False
36.0,21.0,5.0,1.0,1.0,2640.0,1.0,53.0,0.0,40.0,True
49.0,17.0,1.0,2.0,9.0,2545.0,3.0,53.0,0.0,35.0,False
50.0,21.0,1.0,1.0,1.0,2310.0,2.0,49.0,1.0,45.0,True
22.0,16.0,5.0,1.0,9.0,7700.0,1.0,4.0,2.0,40.0,False
22.0,19.0,1.0,2.0,3.0,4720.0,1.0,49.0,9.0,25.0,False
47.0,22.0,1.0,2.0,1.0,2320.0,4.0,24.0,0.0,50.0,True
52.0,16.0,1.0,1.0,1.0,9130.0,1.0,4.0,1.0,50.0,False
66.0,18.0,1.0,2.0,1.0,5740.0,7.0,55.0,0.0,30.0,False
69.0,20.0,1.0,1.0,1.0,1530.0,7.0,117.0,1.0,40.0,True
39.0,21.0,5.0,1.0,1.0,2710.0,6.0,17.0,2.0,10.0,False
62.0,22.0,5.0,2.0,1.0,1240.0,6.0,26.0,0.0,40.0,False
67.0,21.0,3.0,2.0,1.0,2350.0,1.0,18.0,0.0,8.0,False
25.0,16.0,5.0,1.0,1.0,6230.0,1.0,42.0,0.0,60.0,True
52.0,16.0,1.0,1.0,1.0,5810.0,1.0,36.0,10.0,40.0,False
51.0,22.0,5.0,1.0,1.0,2014.0,3.0,303.0,0.0,43.0,True
35.0,19.0,1.0,1.0,1.0,6260.0,1.0,4.0,1.0,50.0,False
59.0,19.0,1.0,2.0,1.0,800.0,6.0,4.0,0.0,30.0,False
60.0,21.0,1.0,1.0,1.0,5521.0,3.0,17.0,1.0,19.0,True
37.0,19.0,5.0,2.0,1.0,800.0,1.0,4.0,0.0,40.0,True
37.0,16.0,5.0,1.0,1.0,5510.0,1.0,6.0,13.0,16.0,False
63.0,16.0,1.0,2.0,1.0,910.0,1.0,36.0,1.0,40.0,False
70.0,20.0,1.0,2.0,1.0,2635.0,6.0,17.0,0.0,16.0,False
38.0,21.0,5.0,2.0,1.0,2320.0,3.0,4.0,0.0,50.0,True
18.0,18.0,5.0,2.0,1.0,2722.0,2.0,4.0,2.0,20.0,False
59.0,19.0,1.0,2.0,1.0,5110.0,1.0,1.0,0.0,45.0,False
52.0,21.0,1.0,2.0,1.0,2310.0,3.0,26.0,1.0,40.0,False
68.0,21.0,1.0,2.0,2.0,230.0,1.0,18.0,0.0,60.0,True
30.0,19.0,5.0,1.0,2.0,5240.0,1.0,6.0,2.0,40.0,False
28.0,18.0,1.0,1.0,8.0,7410.0,2.0,6.0,1.0,50.0,True
57.0,18.0,1.0,2.0,1.0,4760.0,1.0,6.0,10.0,40.0,False
73.0,21.0,1.0,2.0,1.0,2600.0,6.0,501.0,1.0,30.0,False
68.0,19.0,3.0,2.0,1.0,5120.0,2.0,9.0,0.0,40.0,True
77.0,16.0,1.0,1.0,1.0,5240.0,1.0,36.0,0.0,40.0,False
66.0,21.0,1.0,1.0,1.0,4920.0,6.0,4.0,0.0,20.0,True
64.0,19.0,1.0,2.0,1.0,4920.0,7.0,4.0,1.0,50.0,False
75.0,17.0,5.0,1.0,1.0,940.0,6.0,4.0,0.0,25.0,True
44.0,16.0,1.0,1.0,1.0,4760.0,1.0,4.0,0.0,42.0,True
40.0,16.0,1.0,2.0,1.0,5400.0,1.0,37.0,1.0,30.0,False
18.0,16.0,5.0,2.0,1.0,4720.0,1.0,4.0,2.0,35.0,False
47.0,18.0,1.0,1.0,9.0,3324.0,1.0,6.0,0.0,60.0,True
17.0,14.0,5.0,2.0,1.0,4110.0,1.0,32.0,2.0,10.0,False
93.0,21.0,1.0,1.0,1.0,2100.0,3.0,34.0,1.0,4.0,False
24.0,21.0,5.0,2.0,1.0,2310.0,1.0,6.0,0.0,7.0,False
24.0,21.0,5.0,1.0,1.0,1460.0,1.0,4.0,13.0,42.0,False
73.0,18.0,1.0,1.0,1.0,4760.0,1.0,8.0,0.0,48.0,True
64.0,16.0,1.0,1.0,1.0,6355.0,1.0,35.0,1.0,40.0,False
69.0,16.0,1.0,1.0,1.0,5120.0,6.0,110.0,0.0,40.0,False
26.0,16.0,5.0,2.0,1.0,3602.0,1.0,4.0,0.0,40.0,False
62.0,21.0,3.0,1.0,1.0,52.0,1.0,9.0,0.0,60.0,True
36.0,19.0,1.0,1.0,1.0,4810.0,1.0,48.0,0.0,50.0,True
31.0,21.0,1.0,2.0,1.0,3255.0,1.0,4.0,1.0,36.0,True
52.0,21.0,1.0,1.0,1.0,20.0,1.0,26.0,0.0,40.0,True
33.0,19.0,1.0,2.0,1.0,5420.0,1.0,4.0,0.0,40.0,False
36.0,19.0,1.0,1.0,1.0,4850.0,1.0,17.0,1.0,40.0,True
41.0,21.0,1.0,1.0,1.0,10.0,1.0,31.0,0.0,45.0,True
17.0,13.0,5.0,2.0,1.0,5240.0,1.0,4.0,2.0,5.0,False
21.0,16.0,5.0,2.0,1.0,5400.0,1.0,4.0,0.0,40.0,False
22.0,21.0,5.0,1.0,1.0,5240.0,1.0,4.0,5.0,40.0,False
60.0,18.0,3.0,2.0,8.0,4510.0,1.0,303.0,0.0,24.0,False
31.0,17.0,5.0,1.0,1.0,5240.0,1.0,4.0,13.0,15.0,False
30.0,20.0,4.0,1.0,2.0,60.0,1.0,4.0,0.0,40.0,False
79.0,16.0,1.0,1.0,1.0,4760.0,7.0,19.0,0.0,40.0,True
77.0,16.0,1.0,2.0,1.0,5120.0,7.0,19.0,1.0,40.0,True
31.0,18.0,1.0,2.0,3.0,9130.0,1.0,4.0,0.0,50.0,False
32.0,18.0,1.0,2.0,1.0,410.0,1.0,4.0,1.0,40.0,False
20.0,14.0,5.0,1.0,3.0,9645.0,1.0,4.0,10.0,10.0,False
65.0,18.0,1.0,1.0,1.0,10.0,4.0,4.0,0.0,55.0,True
72.0,16.0,1.0,1.0,1.0,9150.0,1.0,17.0,0.0,20.0,False
42.0,17.0,1.0,2.0,1.0,800.0,1.0,4.0,0.0,40.0,False
45.0,16.0,1.0,1.0,8.0,220.0,1.0,303.0,1.0,60.0,True
24.0,19.0,5.0,1.0,1.0,4600.0,1.0,4.0,2.0,40.0,False
21.0,19.0,5.0,1.0,1.0,9620.0,1.0,4.0,2.0,40.0,False
56.0,20.0,1.0,1.0,1.0,3930.0,4.0,4.0,0.0,40.0,True
56.0,18.0,1.0,2.0,1.0,3602.0,1.0,303.0,1.0,40.0,False
56.0,20.0,1.0,2.0,1.0,7020.0,1.0,55.0,0.0,40.0,True
64.0,16.0,1.0,2.0,1.0,4720.0,4.0,53.0,1.0,40.0,False
29.0,18.0,1.0,1.0,1.0,5410.0,1.0,152.0,0.0,47.0,True
28.0,15.0,1.0,2.0,8.0,6260.0,1.0,6.0,1.0,50.0,False
47.0,16.0,5.0,2.0,2.0,2545.0,3.0,4.0,0.0,45.0,False
18.0,14.0,5.0,1.0,2.0,4030.0,3.0,4.0,2.0,99.0,False
21.0,19.0,5.0,2.0,1.0,4110.0,1.0,30.0,0.0,30.0,False
70.0,20.0,1.0,1.0,1.0,4700.0,1.0,4.0,0.0,40.0,False
56.0,18.0,1.0,2.0,1.0,5740.0,1.0,48.0,1.0,40.0,False
30.0,19.0,5.0,2.0,2.0,136.0,1.0,6.0,0.0,40.0,True
61.0,21.0,1.0,2.0,1.0,1065.0,1.0,4.0,0.0,45.0,True
48.0,16.0,4.0,1.0,3.0,3270.0,6.0,4.0,0.0,30.0,True
56.0,16.0,1.0,1.0,1.0,6260.0,1.0,26.0,0.0,40.0,False
64.0,16.0,1.0,1.0,1.0,4030.0,1.0,26.0,1.0,37.0,False
24.0,20.0,5.0,1.0,1.0,4010.0,1.0,26.0,7.0,30.0,False
57.0,18.0,1.0,1.0,1.0,6230.0,6.0,17.0,0.0,10.0,False
59.0,22.0,1.0,1.0,2.0,800.0,4.0,32.0,0.0,19.0,True
59.0,22.0,1.0,2.0,2.0,2435.0,4.0,6.0,1.0,19.0,True
26.0,21.0,5.0,2.0,2.0,3160.0,1.0,4.0,2.0,32.0,False
25.0,21.0,5.0,2.0,6.0,1021.0,1.0,247.0,0.0,40.0,False
48.0,17.0,1.0,2.0,1.0,5740.0,1.0,4.0,0.0,40.0,False
51.0,13.0,1.0,1.0,1.0,220.0,1.0,4.0,1.0,45.0,True
38.0,19.0,5.0,1.0,8.0,4040.0,6.0,4.0,0.0,39.0,False
35.0,14.0,5.0,1.0,8.0,4020.0,1.0,4.0,5.0,35.0,False
67.0,21.0,2.0,2.0,1.0,340.0,1.0,4.0,0.0,50.0,True
70.0,16.0,1.0,2.0,1.0,5550.0,5.0,36.0,0.0,50.0,True
53.0,19.0,1.0,1.0,1.0,7330.0,1.0,27.0,1.0,40.0,False
28.0,21.0,1.0,2.0,1.0,3323.0,1.0,29.0,0.0,36.0,False
30.0,19.0,1.0,1.0,2.0,160.0,5.0,34.0,1.0,40.0,False
19.0,16.0,5.0,2.0,1.0,410.0,1.0,6.0,0.0,40.0,False
26.0,20.0,1.0,1.0,1.0,1970.0,1.0,49.0,7.0,5.0,False
29.0,19.0,1.0,2.0,1.0,5820.0,6.0,49.0,10.0,8.0,False
29.0,16.0,5.0,2.0,1.0,4110.0,5.0,6.0,0.0,37.0,False
54.0,23.0,3.0,2.0,1.0,5860.0,7.0,34.0,0.0,12.0,False
22.0,19.0,5.0,1.0,1.0,3960.0,3.0,4.0,2.0,20.0,False
59.0,15.0,1.0,2.0,1.0,3602.0,1.0,6.0,1.0,40.0,False
33.0,24.0,1.0,2.0,1.0,5000.0,2.0,4.0,0.0,17.0,False
48.0,21.0,1.0,1.0,1.0,2310.0,3.0,12.0,1.0,55.0,False
68.0,18.0,1.0,2.0,1.0,4850.0,6.0,6.0,1.0,5.0,False
60.0,18.0,1.0,1.0,1.0,9130.0,1.0,41.0,1.0,40.0,False
57.0,22.0,5.0,2.0,2.0,3255.0,1.0,333.0,0.0,36.0,True
59.0,21.0,3.0,2.0,1.0,5240.0,1.0,53.0,0.0,60.0,False
69.0,19.0,1.0,1.0,1.0,4760.0,1.0,20.0,0.0,40.0,True
57.0,16.0,1.0,1.0,1.0,440.0,6.0,303.0,0.0,36.0,False
22.0,19.0,5.0,2.0,1.0,4710.0,1.0,4.0,2.0,40.0,False
19.0,19.0,5.0,1.0,1.0,4760.0,1.0,303.0,2.0,18.0,False
34.0,22.0,3.0,1.0,2.0,3820.0,1.0,12.0,0.0,40.0,False
27.0,19.0,5.0,2.0,9.0,4110.0,1.0,4.0,13.0,30.0,False
70.0,22.0,1.0,2.0,9.0,3255.0,3.0,26.0,1.0,16.0,False
58.0,16.0,5.0,1.0,1.0,7640.0,1.0,6.0,0.0,40.0,False
48.0,19.0,1.0,1.0,1.0,5600.0,1.0,6.0,0.0,40.0,True
54.0,16.0,1.0,2.0,1.0,4700.0,7.0,13.0,1.0,60.0,False
44.0,16.0,1.0,2.0,1.0,3602.0,1.0,4.0,0.0,28.0,False
45.0,20.0,1.0,1.0,1.0,4240.0,1.0,4.0,1.0,55.0,False
19.0,16.0,5.0,1.0,1.0,9620.0,1.0,4.0,2.0,30.0,False
68.0,19.0,1.0,1.0,1.0,710.0,7.0,36.0,0.0,20.0,True
27.0,16.0,5.0,1.0,1.0,4030.0,1.0,1.0,15.0,21.0,False
60.0,19.0,1.0,1.0,1.0,3870.0,3.0,31.0,0.0,40.0,True
18.0,14.0,5.0,2.0,1.0,4150.0,1.0,4.0,2.0,15.0,False
56.0,16.0,5.0,1.0,1.0,4251.0,7.0,4.0,0.0,35.0,False
60.0,23.0,1.0,2.0,1.0,410.0,7.0,35.0,0.0,30.0,True
55.0,21.0,1.0,1.0,1.0,4920.0,7.0,6.0,1.0,40.0,True
38.0,23.0,1.0,1.0,1.0,4621.0,6.0,42.0,0.0,50.0,True
36.0,22.0,1.0,2.0,1.0,2310.0,3.0,6.0,1.0,43.0,False
39.0,21.0,1.0,1.0,1.0,4810.0,7.0,4.0,0.0,60.0,True
75.0,24.0,1.0,1.0,1.0,10.0,7.0,214.0,1.0,60.0,True
59.0,15.0,1.0,1.0,3.0,335.0,3.0,4.0,0.0,40.0,True
35.0,16.0,5.0,1.0,3.0,4850.0,1.0,4.0,2.0,40.0,False
28.0,16.0,5.0,1.0,3.0,4130.0,1.0,4.0,2.0,40.0,False
21.0,19.0,5.0,2.0,3.0,4720.0,3.0,4.0,2.0,40.0,False
22.0,15.0,1.0,1.0,3.0,1050.0,1.0,4.0,9.0,40.0,False
42.0,21.0,1.0,1.0,1.0,7640.0,6.0,100.0,0.0,40.0,False
38.0,16.0,1.0,2.0,1.0,4510.0,1.0,100.0,1.0,40.0,False
49.0,19.0,1.0,2.0,1.0,4110.0,1.0,303.0,0.0,40.0,False
50.0,19.0,1.0,1.0,1.0,5610.0,1.0,303.0,1.0,55.0,False
22.0,20.0,5.0,2.0,1.0,3649.0,1.0,4.0,2.0,40.0,False
34.0,21.0,5.0,2.0,1.0,630.0,1.0,6.0,0.0,40.0,False
30.0,20.0,1.0,2.0,1.0,3310.0,1.0,41.0,0.0,16.0,False
33.0,24.0,1.0,1.0,1.0,3000.0,1.0,4.0,1.0,40.0,False
41.0,19.0,5.0,2.0,1.0,6260.0,6.0,53.0,0.0,35.0,False
43.0,21.0,1.0,2.0,1.0,2310.0,4.0,303.0,0.0,40.0,False
44.0,21.0,1.0,1.0,1.0,4760.0,6.0,303.0,1.0,40.0,False
18.0,16.0,5.0,2.0,1.0,5400.0,5.0,4.0,2.0,20.0,False
17.0,16.0,5.0,2.0,1.0,8300.0,1.0,4.0,2.0,20.0,False
53.0,16.0,1.0,2.0,1.0,5240.0,1.0,303.0,0.0,40.0,False
49.0,13.0,1.0,1.0,1.0,810.0,1.0,303.0,1.0,40.0,True
37.0,16.0,5.0,1.0,3.0,4720.0,1.0,4.0,0.0,24.0,False
61.0,19.0,4.0,1.0,1.0,4220.0,1.0,53.0,0.0,32.0,False
44.0,21.0,1.0,1.0,1.0,4710.0,1.0,42.0,0.0,40.0,True
36.0,19.0,1.0,1.0,1.0,5600.0,1.0,4.0,0.0,40.0,True
57.0,16.0,1.0,1.0,1.0,3520.0,7.0,34.0,0.0,60.0,False
59.0,19.0,1.0,2.0,1.0,4720.0,1.0,4.0,1.0,10.0,False
71.0,19.0,4.0,2.0,1.0,10.0,7.0,25.0,0.0,70.0,True
44.0,20.0,3.0,2.0,1.0,420.0,1.0,9.0,0.0,40.0,True
22.0,16.0,5.0,2.0,9.0,4920.0,1.0,6.0,0.0,35.0,False
22.0,17.0,5.0,2.0,9.0,4220.0,1.0,4.0,10.0,15.0,False
25.0,16.0,5.0,1.0,9.0,4020.0,1.0,6.0,13.0,40.0,False
57.0,22.0,1.0,1.0,1.0,440.0,7.0,25.0,0.0,30.0,True
43.0,16.0,1.0,1.0,1.0,5940.0,1.0,4.0,0.0,40.0,False
43.0,16.0,1.0,2.0,1.0,5240.0,3.0,6.0,1.0,40.0,False
23.0,19.0,5.0,1.0,1.0,5160.0,1.0,6.0,2.0,40.0,False
26.0,13.0,5.0,1.0,1.0,4251.0,1.0,303.0,0.0,45.0,False
70.0,16.0,1.0,1.0,1.0,4700.0,1.0,17.0,0.0,10.0,False
60.0,16.0,1.0,2.0,1.0,4700.0,1.0,301.0,1.0,40.0,False
