AGEP,SCHL,MAR,SEX,RAC1P,OCCP,COW,POBP,RELP,WKHP,PINCP
50.0,20.0,1.0,1.0,1.0,2310.0,3.0,56.0,0.0,35.0,False
45.0,22.0,1.0,2.0,1.0,2310.0,3.0,56.0,1.0,40.0,True
34.0,22.0,5.0,2.0,1.0,3230.0,2.0,31.0,0.0,40.0,True
51.0,21.0,1.0,1.0,1.0,910.0,1.0,53.0,0.0,40.0,True
52.0,21.0,1.0,2.0,1.0,5740.0,2.0,30.0,1.0,9.0,False
17.0,14.0,5.0,1.0,1.0,9620.0,1.0,16.0,2.0,40.0,False
33.0,21.0,3.0,2.0,1.0,4110.0,1.0,301.0,0.0,30.0,False
48.0,23.0,5.0,1.0,1.0,4740.0,7.0,6.0,12.0,40.0,False
36.0,21.0,3.0,1.0,1.0,20.0,1.0,8.0,13.0,60.0,True
65.0,16.0,1.0,1.0,7.0,6850.0,1.0,56.0,0.0,40.0,True
17.0,14.0,5.0,1.0,8.0,9645.0,1.0,35.0,2.0,16.0,False
56.0,20.0,3.0,2.0,1.0,4010.0,1.0,6.0,0.0,28.0,False
42.0,18.0,3.0,2.0,1.0,4700.0,1.0,53.0,0.0,40.0,False
19.0,17.0,5.0,1.0,1.0,9620.0,1.0,46.0,2.0,40.0,False
17.0,17.0,5.0,2.0,1.0,3640.0,1.0,56.0,2.0,40.0,False
63.0,19.0,1.0,1.0,1.0,4710.0,1.0,31.0,0.0,40.0,True
56.0,16.0,1.0,2.0,1.0,5850.0,4.0,56.0,1.0,45.0,False
55.0,17.0,1.0,2.0,1.0,3424.0,1.0,38.0,0.0,45.0,False
43.0,16.0,1.0,1.0,1.0,3870.0,3.0,6.0,1.0,50.0,False
60.0,16.0,5.0,1.0,3.0,4220.0,5.0,56.0,0.0,25.0,False
38.0,22.0,1.0,1.0,1.0,230.0,2.0,38.0,0.0,50.0,True
38.0,22.0,1.0,2.0,1.0,2310.0,2.0,30.0,1.0,50.0,True
39.0,21.0,1.0,2.0,1.0,440.0,6.0,56.0,0.0,25.0,False
43.0,16.0,1.0,1.0,1.0,7640.0,6.0,49.0,1.0,84.0,True
17.0,14.0,5.0,2.0,1.0,4000.0,1.0,56.0,2.0,30.0,False
66.0,15.0,1.0,1.0,1.0,2555.0,4.0,48.0,0.0,50.0,False
69.0,18.0,1.0,2.0,1.0,4230.0,1.0,29.0,1.0,4.0,False
64.0,21.0,1.0,1.0,1.0,940.0,7.0,39.0,6.0,40.0,True
33.0,20.0,3.0,2.0,5.0,3610.0,1.0,56.0,0.0,40.0,False
31.0,21.0,1.0,2.0,1.0,3255.0,2.0,49.0,0.0,40.0,True
32.0,22.0,1.0,1.0,1.0,2310.0,2.0,16.0,1.0,40.0,True
41.0,19.0,1.0,1.0,1.0,10.0,1.0,27.0,0.0,40.0,True
39.0,20.0,1.0,2.0,1.0,4435.0,1.0,56.0,1.0,30.0,False
24.0,19.0,5.0,2.0,1.0,4110.0,1.0,8.0,0.0,40.0,False
31.0,16.0,5.0,1.0,1.0,6260.0,1.0,6.0,13.0,40.0,False
56.0,20.0,1.0,2.0,1.0,4510.0,6.0,6.0,0.0,40.0,False
53.0,19.0,1.0,1.0,1.0,440.0,1.0,30.0,1.0,50.0,True
58.0,22.0,1.0,2.0,1.0,2600.0,6.0,17.0,1.0,8.0,False
46.0,13.0,3.0,1.0,1.0,6800.0,1.0,53.0,0.0,45.0,False
64.0,18.0,3.0,1.0,1.0,6355.0,1.0,31.0,0.0,40.0,True
63.0,21.0,1.0,1.0,1.0,8740.0,5.0,56.0,0.0,20.0,True
74.0,16.0,1.0,2.0,1.0,205.0,6.0,31.0,0.0,50.0,False
72.0,19.0,1.0,1.0,1.0,6050.0,6.0,31.0,1.0,50.0,False
32.0,21.0,5.0,1.0,1.0,1750.0,1.0,56.0,0.0,40.0,True
55.0,18.0,3.0,2.0,1.0,4700.0,1.0,25.0,0.0,40.0,False
53.0,22.0,1.0,1.0,1.0,2310.0,4.0,56.0,1.0,40.0,True
66.0,16.0,1.0,1.0,1.0,530.0,1.0,56.0,0.0,40.0,True
63.0,19.0,1.0,2.0,1.0,5940.0,2.0,49.0,1.0,40.0,False
29.0,20.0,5.0,1.0,1.0,7220.0,1.0,30.0,0.0,50.0,True
40.0,19.0,3.0,2.0,1.0,4230.0,1.0,30.0,13.0,40.0,False
51.0,18.0,1.0,2.0,1.0,4230.0,1.0,51.0,15.0,40.0,False
33.0,16.0,5.0,1.0,1.0,5140.0,2.0,56.0,0.0,40.0,False
65.0,16.0,1.0,1.0,1.0,5600.0,1.0,35.0,0.0,43.0,True
62.0,22.0,1.0,2.0,1.0,3230.0,4.0,46.0,1.0,40.0,True
63.0,24.0,1.0,1.0,1.0,1750.0,5.0,35.0,0.0,40.0,True
56.0,22.0,1.0,2.0,1.0,2320.0,3.0,23.0,1.0,40.0,True
27.0,16.0,5.0,2.0,1.0,2400.0,1.0,38.0,15.0,40.0,False
61.0,20.0,5.0,1.0,1.0,1560.0,1.0,8.0,0.0,50.0,False
41.0,18.0,4.0,2.0,1.0,5120.0,1.0,8.0,0.0,40.0,False
49.0,18.0,1.0,1.0,1.0,220.0,6.0,38.0,0.0,40.0,True
43.0,21.0,1.0,2.0,1.0,2700.0,6.0,38.0,1.0,40.0,True
66.0,22.0,1.0,1.0,1.0,2435.0,3.0,48.0,0.0,40.0,False
56.0,22.0,1.0,2.0,1.0,2310.0,3.0,16.0,1.0,40.0,True
49.0,21.0,5.0,2.0,1.0,1530.0,1.0,25.0,0.0,40.0,True
46.0,22.0,1.0,2.0,1.0,2310.0,3.0,56.0,0.0,40.0,True
47.0,16.0,1.0,1.0,1.0,5550.0,5.0,56.0,1.0,40.0,True
27.0,19.0,1.0,2.0,1.0,4420.0,3.0,56.0,0.0,20.0,False
27.0,17.0,1.0,1.0,1.0,6355.0,1.0,8.0,1.0,45.0,True
61.0,20.0,3.0,2.0,1.0,800.0,4.0,56.0,0.0,40.0,False
40.0,20.0,1.0,2.0,1.0,2545.0,2.0,49.0,0.0,20.0,False
43.0,19.0,1.0,1.0,1.0,4210.0,3.0,56.0,1.0,40.0,True
61.0,19.0,1.0,2.0,1.0,5860.0,7.0,56.0,0.0,40.0,False
60.0,18.0,1.0,1.0,1.0,6355.0,7.0,56.0,1.0,40.0,True
24.0,19.0,5.0,2.0,1.0,2300.0,1.0,48.0,0.0,20.0,False
25.0,16.0,5.0,2.0,1.0,4700.0,1.0,17.0,12.0,40.0,False
22.0,16.0,5.0,2.0,1.0,2300.0,1.0,48.0,12.0,20.0,False
67.0,24.0,1.0,1.0,1.0,230.0,3.0,30.0,0.0,45.0,True
60.0,22.0,1.0,2.0,1.0,230.0,3.0,13.0,1.0,45.0,True
64.0,19.0,1.0,1.0,1.0,220.0,6.0,30.0,0.0,35.0,False
39.0,22.0,3.0,2.0,1.0,2205.0,1.0,48.0,0.0,20.0,False
35.0,21.0,4.0,1.0,1.0,230.0,4.0,48.0,15.0,40.0,False
49.0,20.0,1.0,2.0,1.0,3424.0,1.0,24.0,0.0,10.0,False
49.0,21.0,1.0,1.0,1.0,220.0,6.0,8.0,1.0,50.0,False
20.0,16.0,5.0,1.0,1.0,6260.0,1.0,56.0,2.0,50.0,False
17.0,14.0,5.0,1.0,1.0,6260.0,6.0,56.0,2.0,20.0,False
60.0,18.0,1.0,1.0,1.0,440.0,1.0,56.0,0.0,40.0,True
64.0,16.0,3.0,1.0,1.0,4251.0,3.0,56.0,10.0,20.0,False
29.0,22.0,1.0,2.0,1.0,3150.0,1.0,36.0,0.0,40.0,True
35.0,18.0,1.0,1.0,1.0,6305.0,1.0,56.0,1.0,48.0,True
44.0,23.0,1.0,1.0,1.0,3090.0,2.0,56.0,1.0,60.0,True
43.0,22.0,1.0,1.0,1.0,2205.0,4.0,1.0,0.0,45.0,True
42.0,24.0,1.0,2.0,1.0,2205.0,4.0,20.0,1.0,50.0,True
46.0,19.0,1.0,2.0,1.0,565.0,4.0,40.0,1.0,40.0,False
18.0,19.0,5.0,1.0,1.0,4760.0,1.0,28.0,2.0,10.0,False
52.0,16.0,1.0,2.0,1.0,9121.0,3.0,53.0,1.0,40.0,False
27.0,20.0,5.0,2.0,1.0,3946.0,3.0,56.0,2.0,30.0,False
30.0,14.0,1.0,1.0,1.0,9130.0,1.0,8.0,1.0,40.0,False
66.0,18.0,1.0,2.0,1.0,4020.0,1.0,55.0,0.0,50.0,False
68.0,16.0,1.0,1.0,1.0,4540.0,1.0,46.0,1.0,40.0,False
26.0,18.0,1.0,1.0,1.0,6260.0,1.0,56.0,0.0,40.0,False
57.0,22.0,3.0,2.0,1.0,230.0,3.0,31.0,0.0,50.0,True
88.0,21.0,2.0,2.0,1.0,800.0,1.0,34.0,0.0,20.0,True
44.0,16.0,5.0,2.0,1.0,3930.0,1.0,56.0,0.0,30.0,False
50.0,20.0,5.0,2.0,1.0,3602.0,1.0,56.0,5.0,40.0,False
20.0,19.0,5.0,2.0,1.0,4110.0,1.0,53.0,0.0,32.0,False
24.0,21.0,5.0,1.0,1.0,205.0,1.0,56.0,0.0,60.0,False
21.0,21.0,5.0,2.0,1.0,6050.0,1.0,8.0,13.0,30.0,False
57.0,16.0,3.0,1.0,1.0,440.0,1.0,32.0,0.0,55.0,True
23.0,21.0,5.0,2.0,1.0,3255.0,1.0,32.0,2.0,32.0,False
28.0,17.0,1.0,1.0,1.0,1520.0,1.0,30.0,0.0,55.0,True
27.0,16.0,1.0,2.0,1.0,3603.0,5.0,56.0,1.0,40.0,False
62.0,17.0,1.0,1.0,1.0,4760.0,1.0,6.0,0.0,60.0,True
55.0,16.0,1.0,2.0,1.0,4760.0,1.0,56.0,1.0,35.0,False
60.0,17.0,3.0,2.0,1.0,630.0,1.0,56.0,0.0,43.0,False
60.0,21.0,1.0,1.0,1.0,3050.0,2.0,56.0,0.0,50.0,True
24.0,16.0,5.0,2.0,1.0,3602.0,2.0,56.0,3.0,30.0,False
20.0,16.0,5.0,1.0,1.0,4110.0,1.0,56.0,3.0,38.0,False
19.0,16.0,5.0,2.0,1.0,4110.0,1.0,40.0,15.0,38.0,False
63.0,16.0,3.0,1.0,1.0,4760.0,1.0,8.0,0.0,47.0,True
57.0,19.0,2.0,2.0,1.0,650.0,1.0,53.0,11.0,40.0,False
20.0,19.0,5.0,1.0,1.0,3500.0,1.0,8.0,11.0,15.0,False
20.0,19.0,5.0,2.0,1.0,5040.0,1.0,8.0,11.0,40.0,False
20.0,19.0,5.0,2.0,1.0,4760.0,1.0,49.0,11.0,10.0,False
42.0,18.0,3.0,2.0,1.0,5740.0,1.0,56.0,0.0,65.0,False
58.0,16.0,5.0,1.0,1.0,6260.0,6.0,56.0,0.0,40.0,False
42.0,20.0,1.0,2.0,1.0,800.0,1.0,56.0,0.0,45.0,True
50.0,16.0,1.0,1.0,1.0,440.0,6.0,6.0,1.0,45.0,False
37.0,21.0,1.0,2.0,1.0,440.0,3.0,6.0,0.0,40.0,False
45.0,16.0,1.0,1.0,1.0,110.0,4.0,56.0,1.0,40.0,True
38.0,19.0,1.0,2.0,1.0,5740.0,6.0,56.0,0.0,15.0,False
40.0,21.0,1.0,1.0,1.0,4200.0,6.0,56.0,1.0,25.0,True
61.0,17.0,1.0,1.0,1.0,9150.0,1.0,53.0,0.0,36.0,False
58.0,11.0,1.0,2.0,1.0,4230.0,2.0,49.0,1.0,29.0,False
30.0,19.0,1.0,2.0,1.0,5110.0,1.0,6.0,0.0,40.0,False
29.0,19.0,1.0,1.0,1.0,7020.0,2.0,56.0,1.0,50.0,True
25.0,18.0,5.0,1.0,1.0,9610.0,1.0,56.0,0.0,48.0,True
61.0,16.0,1.0,2.0,1.0,3500.0,7.0,56.0,0.0,24.0,True
62.0,18.0,1.0,1.0,1.0,4220.0,3.0,56.0,1.0,40.0,True
30.0,20.0,5.0,1.0,1.0,9365.0,1.0,53.0,15.0,4.0,False
77.0,21.0,1.0,1.0,1.0,710.0,7.0,42.0,0.0,1.0,True
56.0,21.0,1.0,1.0,1.0,4820.0,1.0,30.0,0.0,60.0,True
19.0,19.0,5.0,1.0,1.0,4540.0,1.0,6.0,2.0,40.0,False
68.0,18.0,2.0,1.0,1.0,5240.0,1.0,8.0,0.0,36.0,False
43.0,16.0,3.0,1.0,1.0,2002.0,2.0,6.0,2.0,40.0,False
80.0,22.0,2.0,1.0,1.0,4220.0,6.0,56.0,0.0,5.0,True
53.0,20.0,1.0,1.0,1.0,9760.0,1.0,56.0,2.0,10.0,False
65.0,21.0,1.0,2.0,1.0,3255.0,3.0,30.0,9.0,45.0,True
24.0,19.0,5.0,1.0,1.0,7200.0,1.0,56.0,0.0,74.0,True
22.0,19.0,5.0,2.0,1.0,5740.0,1.0,56.0,13.0,35.0,False
59.0,18.0,1.0,2.0,1.0,4120.0,1.0,30.0,0.0,45.0,False
65.0,18.0,1.0,1.0,1.0,4750.0,1.0,16.0,1.0,40.0,False
54.0,16.0,1.0,1.0,1.0,9130.0,1.0,6.0,0.0,50.0,False
53.0,19.0,1.0,2.0,1.0,5000.0,1.0,19.0,1.0,45.0,False
23.0,16.0,5.0,1.0,1.0,6950.0,1.0,32.0,2.0,45.0,True
40.0,20.0,3.0,1.0,1.0,9810.0,5.0,53.0,0.0,45.0,True
36.0,20.0,3.0,2.0,1.0,9810.0,5.0,36.0,13.0,50.0,True
28.0,16.0,1.0,2.0,1.0,4040.0,1.0,46.0,0.0,30.0,False
32.0,16.0,1.0,1.0,1.0,6835.0,1.0,46.0,1.0,60.0,True
50.0,24.0,1.0,1.0,1.0,3040.0,7.0,56.0,0.0,50.0,True
45.0,21.0,1.0,2.0,1.0,4850.0,1.0,56.0,1.0,40.0,True
50.0,20.0,2.0,2.0,1.0,5740.0,4.0,27.0,0.0,40.0,False
35.0,23.0,1.0,2.0,1.0,4110.0,1.0,42.0,0.0,24.0,False
34.0,19.0,1.0,1.0,1.0,2722.0,7.0,56.0,1.0,25.0,True
26.0,20.0,5.0,1.0,1.0,440.0,3.0,56.0,0.0,40.0,False
70.0,16.0,2.0,1.0,1.0,440.0,6.0,36.0,0.0,35.0,False
76.0,20.0,3.0,2.0,3.0,2320.0,3.0,56.0,0.0,20.0,False
65.0,21.0,1.0,2.0,1.0,2300.0,2.0,17.0,1.0,40.0,False
49.0,20.0,1.0,1.0,1.0,4700.0,1.0,19.0,0.0,40.0,True
19.0,14.0,5.0,1.0,1.0,9620.0,1.0,56.0,4.0,20.0,False
43.0,19.0,1.0,1.0,1.0,2205.0,3.0,313.0,0.0,55.0,True
47.0,19.0,1.0,2.0,1.0,5610.0,1.0,56.0,1.0,40.0,False
21.0,19.0,5.0,2.0,1.0,7800.0,1.0,53.0,0.0,40.0,False
26.0,19.0,1.0,1.0,1.0,4020.0,1.0,48.0,12.0,40.0,False
22.0,19.0,1.0,2.0,3.0,4110.0,1.0,56.0,12.0,40.0,False
64.0,21.0,1.0,1.0,1.0,350.0,2.0,26.0,0.0,40.0,True
51.0,20.0,1.0,2.0,1.0,3255.0,2.0,4.0,1.0,40.0,True
63.0,19.0,2.0,2.0,1.0,4220.0,4.0,56.0,0.0,40.0,False
20.0,16.0,5.0,2.0,1.0,52.0,1.0,56.0,2.0,65.0,True
33.0,22.0,1.0,1.0,1.0,4920.0,7.0,56.0,0.0,40.0,False
28.0,22.0,1.0,2.0,1.0,4920.0,7.0,56.0,1.0,40.0,False
30.0,19.0,1.0,1.0,8.0,3802.0,4.0,6.0,0.0,72.0,True
30.0,20.0,1.0,2.0,8.0,5740.0,1.0,303.0,1.0,40.0,False
39.0,17.0,1.0,2.0,1.0,3230.0,4.0,56.0,0.0,40.0,True
37.0,21.0,1.0,1.0,1.0,1050.0,3.0,16.0,1.0,45.0,True
60.0,19.0,1.0,2.0,1.0,5260.0,4.0,16.0,0.0,40.0,False
67.0,16.0,1.0,1.0,1.0,9130.0,1.0,16.0,1.0,70.0,True
22.0,20.0,5.0,2.0,8.0,4700.0,7.0,56.0,0.0,40.0,False
22.0,21.0,5.0,2.0,1.0,4760.0,1.0,139.0,12.0,25.0,False
65.0,18.0,3.0,2.0,1.0,3255.0,3.0,56.0,15.0,45.0,True
57.0,19.0,3.0,2.0,1.0,2170.0,1.0,56.0,0.0,75.0,True
54.0,21.0,1.0,2.0,1.0,565.0,2.0,16.0,1.0,40.0,False
33.0,20.0,1.0,2.0,1.0,6050.0,1.0,8.0,0.0,20.0,False
36.0,19.0,1.0,1.0,1.0,6050.0,1.0,56.0,1.0,60.0,False
65.0,20.0,1.0,2.0,1.0,150.0,1.0,16.0,0.0,40.0,True
57.0,16.0,1.0,1.0,1.0,7350.0,1.0,49.0,1.0,48.0,True
51.0,19.0,3.0,2.0,1.0,5240.0,1.0,31.0,2.0,36.0,False
51.0,21.0,1.0,2.0,1.0,2014.0,4.0,56.0,0.0,40.0,True
50.0,21.0,1.0,1.0,1.0,8740.0,1.0,31.0,1.0,55.0,True
36.0,16.0,3.0,1.0,1.0,7830.0,1.0,56.0,0.0,40.0,False
64.0,16.0,1.0,1.0,1.0,4760.0,1.0,56.0,0.0,40.0,True
37.0,16.0,3.0,2.0,8.0,4720.0,1.0,56.0,0.0,30.0,False
48.0,21.0,1.0,1.0,1.0,7020.0,7.0,29.0,0.0,40.0,True
49.0,21.0,1.0,2.0,1.0,4760.0,1.0,46.0,1.0,7.0,False
18.0,14.0,5.0,2.0,1.0,2545.0,4.0,48.0,2.0,12.0,False
53.0,16.0,3.0,2.0,1.0,4220.0,3.0,27.0,0.0,40.0,True
64.0,22.0,3.0,2.0,1.0,9645.0,1.0,27.0,12.0,40.0,False
67.0,16.0,1.0,2.0,1.0,2545.0,4.0,19.0,1.0,32.0,False
30.0,21.0,1.0,2.0,1.0,440.0,4.0,17.0,0.0,40.0,False
34.0,23.0,1.0,1.0,1.0,3820.0,4.0,56.0,1.0,40.0,True
38.0,21.0,1.0,2.0,1.0,2722.0,1.0,56.0,0.0,45.0,False
41.0,19.0,1.0,1.0,1.0,8140.0,1.0,56.0,1.0,52.0,False
65.0,16.0,1.0,1.0,1.0,9130.0,1.0,36.0,0.0,12.0,False
64.0,16.0,1.0,2.0,1.0,5860.0,3.0,31.0,1.0,40.0,False
58.0,21.0,1.0,2.0,1.0,1640.0,5.0,41.0,0.0,40.0,True
67.0,17.0,1.0,1.0,1.0,4540.0,6.0,53.0,1.0,84.0,False
19.0,16.0,5.0,1.0,1.0,6050.0,1.0,56.0,0.0,40.0,False
19.0,16.0,5.0,1.0,1.0,8140.0,1.0,56.0,12.0,50.0,False
59.0,21.0,1.0,1.0,1.0,7210.0,1.0,18.0,0.0,80.0,True
57.0,21.0,1.0,2.0,1.0,3255.0,5.0,56.0,1.0,40.0,False
52.0,19.0,1.0,1.0,1.0,9130.0,1.0,56.0,1.0,70.0,False
50.0,22.0,3.0,2.0,1.0,2330.0,4.0,6.0,0.0,40.0,True
39.0,16.0,1.0,1.0,1.0,1530.0,1.0,56.0,0.0,40.0,True
27.0,19.0,1.0,2.0,1.0,4220.0,2.0,56.0,1.0,2.0,False
65.0,16.0,1.0,1.0,1.0,205.0,6.0,56.0,0.0,10.0,True
45.0,21.0,3.0,2.0,1.0,9030.0,1.0,56.0,0.0,30.0,True
23.0,16.0,5.0,1.0,1.0,9130.0,1.0,32.0,0.0,40.0,False
27.0,20.0,5.0,2.0,1.0,5000.0,5.0,56.0,0.0,50.0,True
51.0,16.0,1.0,1.0,1.0,6260.0,1.0,56.0,0.0,60.0,False
52.0,16.0,1.0,2.0,1.0,4110.0,1.0,46.0,1.0,35.0,False
46.0,16.0,1.0,1.0,1.0,9210.0,1.0,56.0,0.0,60.0,True
37.0,16.0,1.0,1.0,6.0,9830.0,5.0,233.0,0.0,40.0,True
34.0,16.0,1.0,2.0,1.0,4700.0,1.0,8.0,1.0,40.0,False
62.0,18.0,1.0,2.0,1.0,4710.0,1.0,56.0,0.0,45.0,False
52.0,16.0,1.0,1.0,1.0,6260.0,6.0,8.0,1.0,40.0,False
44.0,19.0,3.0,2.0,1.0,2545.0,2.0,46.0,0.0,40.0,False
21.0,19.0,5.0,1.0,1.0,4230.0,6.0,46.0,2.0,20.0,False
46.0,22.0,1.0,1.0,1.0,2310.0,4.0,4.0,0.0,36.0,True
46.0,22.0,1.0,2.0,1.0,2320.0,4.0,30.0,1.0,40.0,True
57.0,21.0,1.0,1.0,1.0,205.0,7.0,56.0,0.0,90.0,False
54.0,21.0,1.0,2.0,1.0,2310.0,4.0,8.0,1.0,50.0,True
26.0,19.0,5.0,2.0,1.0,5820.0,1.0,56.0,0.0,40.0,False
30.0,14.0,5.0,1.0,1.0,6230.0,1.0,56.0,13.0,40.0,False
55.0,21.0,1.0,1.0,1.0,20.0,4.0,56.0,0.0,45.0,True
55.0,21.0,1.0,2.0,1.0,2310.0,1.0,56.0,1.0,40.0,False
17.0,13.0,5.0,1.0,1.0,6260.0,1.0,56.0,2.0,3.0,False
77.0,19.0,2.0,2.0,1.0,6050.0,6.0,46.0,0.0,20.0,False
59.0,20.0,1.0,1.0,1.0,1970.0,3.0,109.0,1.0,40.0,True
27.0,15.0,5.0,1.0,1.0,9620.0,1.0,53.0,4.0,20.0,False
27.0,18.0,1.0,1.0,1.0,9130.0,7.0,56.0,1.0,40.0,False
23.0,19.0,1.0,1.0,1.0,6730.0,3.0,39.0,0.0,40.0,False
22.0,19.0,1.0,2.0,1.0,5240.0,1.0,56.0,1.0,25.0,False
67.0,20.0,2.0,1.0,1.0,9760.0,1.0,30.0,0.0,25.0,False
47.0,21.0,1.0,1.0,1.0,9210.0,1.0,56.0,0.0,40.0,True
41.0,18.0,1.0,2.0,1.0,5740.0,2.0,56.0,1.0,20.0,False
17.0,14.0,5.0,1.0,1.0,4030.0,1.0,56.0,2.0,30.0,False
70.0,16.0,1.0,1.0,1.0,9645.0,1.0,36.0,0.0,40.0,True
59.0,18.0,2.0,2.0,1.0,3300.0,1.0,46.0,0.0,38.0,True
56.0,19.0,3.0,1.0,1.0,8255.0,7.0,17.0,0.0,40.0,True
35.0,21.0,1.0,1.0,1.0,300.0,1.0,56.0,0.0,45.0,True
37.0,20.0,1.0,2.0,1.0,2545.0,2.0,40.0,1.0,40.0,False
17.0,14.0,5.0,2.0,1.0,4220.0,1.0,56.0,3.0,2.0,False
31.0,19.0,1.0,2.0,1.0,5240.0,1.0,8.0,0.0,20.0,False
28.0,18.0,1.0,1.0,1.0,8990.0,1.0,56.0,1.0,60.0,False
70.0,16.0,1.0,1.0,1.0,4220.0,1.0,19.0,0.0,20.0,True
61.0,19.0,1.0,2.0,1.0,5740.0,1.0,56.0,1.0,40.0,False
36.0,19.0,1.0,2.0,1.0,5740.0,3.0,56.0,0.0,40.0,False
41.0,20.0,1.0,1.0,1.0,6230.0,6.0,56.0,1.0,40.0,False
17.0,13.0,5.0,2.0,1.0,4110.0,1.0,56.0,4.0,25.0,False
45.0,16.0,4.0,2.0,1.0,1935.0,1.0,29.0,0.0,42.0,False
21.0,16.0,5.0,2.0,1.0,4230.0,1.0,56.0,2.0,40.0,False
56.0,21.0,1.0,1.0,1.0,7000.0,3.0,8.0,0.0,42.0,True
22.0,16.0,5.0,1.0,1.0,9650.0,1.0,35.0,0.0,75.0,True
20.0,16.0,5.0,2.0,1.0,4760.0,1.0,8.0,13.0,40.0,False
56.0,16.0,1.0,1.0,1.0,4020.0,1.0,56.0,0.0,30.0,False
56.0,22.0,1.0,2.0,1.0,350.0,1.0,56.0,1.0,40.0,True
69.0,18.0,1.0,1.0,1.0,9130.0,7.0,38.0,0.0,30.0,True
33.0,20.0,1.0,2.0,1.0,5140.0,3.0,49.0,0.0,40.0,False
37.0,20.0,1.0,1.0,1.0,6230.0,1.0,56.0,1.0,40.0,True
32.0,18.0,1.0,1.0,1.0,9645.0,1.0,24.0,1.0,50.0,False
35.0,21.0,1.0,2.0,1.0,2435.0,3.0,8.0,0.0,48.0,False
35.0,24.0,1.0,1.0,1.0,3050.0,1.0,56.0,1.0,55.0,True
48.0,21.0,3.0,1.0,1.0,2545.0,3.0,56.0,0.0,36.0,False
40.0,17.0,3.0,2.0,1.0,2545.0,3.0,8.0,13.0,35.0,False
50.0,16.0,1.0,2.0,1.0,205.0,6.0,49.0,0.0,40.0,False
60.0,17.0,1.0,1.0,1.0,565.0,4.0,56.0,1.0,40.0,False
40.0,16.0,1.0,1.0,1.0,440.0,1.0,53.0,0.0,40.0,True
42.0,19.0,1.0,2.0,1.0,4920.0,6.0,56.0,1.0,60.0,True
19.0,19.0,5.0,2.0,1.0,5810.0,1.0,56.0,2.0,40.0,False
17.0,14.0,5.0,2.0,1.0,4055.0,1.0,56.0,2.0,25.0,False
26.0,19.0,5.0,2.0,1.0,5240.0,5.0,35.0,0.0,80.0,False
53.0,16.0,1.0,2.0,1.0,120.0,1.0,35.0,6.0,40.0,False
56.0,16.0,1.0,1.0,1.0,6230.0,1.0,56.0,8.0,40.0,False
26.0,16.0,5.0,1.0,1.0,7210.0,7.0,56.0,13.0,90.0,False
56.0,20.0,3.0,2.0,1.0,3255.0,1.0,48.0,0.0,40.0,True
19.0,19.0,5.0,2.0,1.0,4850.0,1.0,8.0,0.0,35.0,False
19.0,19.0,5.0,2.0,1.0,5400.0,1.0,8.0,12.0,35.0,False
19.0,19.0,5.0,2.0,1.0,4110.0,1.0,47.0,12.0,40.0,False
33.0,22.0,1.0,1.0,1.0,2310.0,4.0,19.0,0.0,50.0,True
34.0,21.0,1.0,2.0,1.0,2310.0,4.0,8.0,1.0,50.0,True
56.0,19.0,3.0,1.0,1.0,4840.0,6.0,6.0,0.0,60.0,False
47.0,19.0,1.0,1.0,3.0,2001.0,3.0,56.0,0.0,40.0,False
43.0,21.0,1.0,1.0,1.0,6850.0,1.0,9.0,0.0,42.0,True
47.0,21.0,5.0,2.0,1.0,3630.0,1.0,36.0,0.0,25.0,False
28.0,18.0,1.0,1.0,1.0,6850.0,1.0,49.0,0.0,50.0,True
24.0,18.0,1.0,2.0,1.0,4720.0,1.0,56.0,1.0,25.0,False
33.0,21.0,3.0,2.0,1.0,4040.0,1.0,56.0,0.0,15.0,False
25.0,19.0,5.0,1.0,1.0,8630.0,1.0,19.0,0.0,60.0,True
24.0,18.0,5.0,2.0,1.0,4720.0,1.0,53.0,13.0,30.0,False
31.0,19.0,1.0,1.0,3.0,3870.0,3.0,56.0,0.0,40.0,True
34.0,19.0,1.0,2.0,3.0,530.0,3.0,56.0,1.0,40.0,False
63.0,19.0,1.0,1.0,3.0,3930.0,3.0,32.0,0.0,40.0,False
52.0,20.0,1.0,1.0,1.0,5630.0,1.0,8.0,0.0,99.0,False
37.0,21.0,1.0,1.0,1.0,2320.0,3.0,46.0,0.0,45.0,True
34.0,22.0,1.0,2.0,1.0,2310.0,3.0,56.0,1.0,45.0,True
28.0,19.0,3.0,1.0,1.0,6355.0,5.0,16.0,0.0,50.0,True
30.0,19.0,5.0,1.0,6.0,6355.0,5.0,6.0,12.0,50.0,True
19.0,19.0,5.0,2.0,1.0,5860.0,1.0,56.0,0.0,48.0,False
21.0,17.0,5.0,1.0,1.0,9570.0,1.0,56.0,13.0,60.0,True
54.0,20.0,3.0,1.0,1.0,6730.0,4.0,56.0,0.0,40.0,False
40.0,23.0,5.0,1.0,1.0,2205.0,4.0,17.0,0.0,50.0,False
19.0,14.0,5.0,2.0,1.0,4850.0,1.0,56.0,0.0,47.0,False
19.0,18.0,1.0,2.0,1.0,4720.0,1.0,56.0,12.0,40.0,False
19.0,18.0,5.0,1.0,1.0,160.0,1.0,56.0,15.0,40.0,False
74.0,17.0,1.0,1.0,1.0,8450.0,7.0,49.0,0.0,50.0,True
32.0,18.0,5.0,1.0,9.0,7140.0,4.0,8.0,0.0,40.0,False
