AGEP,SCHL,MAR,DIS,ESP,CIT,MIG,SEX,RAC1P,PUMA,ST,OCCP,JWTR,POWPUMA,COW,WKHP,PINCP,ESR,JWMNP
29.0,16.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,11002.0,49.0,4030.0,1.0,35000.0,1.0,15.0,2000.0,1.0,True
47.0,18.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,11002.0,49.0,7140.0,1.0,35000.0,1.0,40.0,80120.0,1.0,False
48.0,24.0,1.0,2.0,0.0,5.0,1.0,1.0,2.0,35002.0,49.0,230.0,5.0,49000.0,4.0,40.0,46000.0,1.0,True
34.0,20.0,1.0,2.0,0.0,5.0,1.0,2.0,2.0,35002.0,49.0,5240.0,1.0,35000.0,1.0,40.0,26000.0,1.0,False
37.0,17.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,35008.0,49.0,9620.0,1.0,35000.0,1.0,20.0,10000.0,1.0,True
32.0,19.0,5.0,1.0,0.0,1.0,1.0,1.0,1.0,35008.0,49.0,5240.0,0.0,0.0,1.0,40.0,1000.0,3.0,False
32.0,16.0,3.0,2.0,0.0,1.0,1.0,2.0,9.0,53001.0,49.0,5740.0,1.0,53001.0,1.0,40.0,25000.0,1.0,False
58.0,18.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,49004.0,49.0,9130.0,1.0,49000.0,6.0,40.0,120600.0,1.0,False
40.0,20.0,1.0,2.0,0.0,3.0,3.0,1.0,1.0,53001.0,49.0,9240.0,1.0,21001.0,1.0,60.0,80000.0,1.0,True
49.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,21001.0,49.0,2310.0,1.0,21001.0,1.0,42.0,65000.0,1.0,False
51.0,16.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,21001.0,49.0,5740.0,1.0,21001.0,1.0,40.0,25000.0,1.0,False
44.0,22.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,11002.0,49.0,440.0,1.0,57000.0,1.0,45.0,147000.0,1.0,True
18.0,14.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,11002.0,49.0,4435.0,1.0,11000.0,1.0,15.0,3000.0,1.0,False
48.0,22.0,1.0,2.0,0.0,4.0,1.0,2.0,6.0,35008.0,49.0,5240.0,1.0,35000.0,1.0,40.0,36500.0,1.0,True
61.0,19.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,35008.0,49.0,4760.0,1.0,35000.0,1.0,55.0,62700.0,1.0,False
39.0,20.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49001.0,49.0,220.0,1.0,49000.0,1.0,50.0,110000.0,1.0,False
42.0,22.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,35009.0,49.0,10.0,1.0,49000.0,1.0,55.0,420000.0,1.0,True
41.0,19.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,35009.0,49.0,5740.0,1.0,49000.0,3.0,15.0,2300.0,1.0,False
17.0,15.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,35009.0,49.0,3960.0,1.0,35000.0,2.0,20.0,4000.0,1.0,False
57.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,5001.0,49.0,750.0,11.0,5001.0,1.0,30.0,100000.0,1.0,False
59.0,20.0,1.0,2.0,0.0,5.0,1.0,1.0,9.0,35001.0,49.0,7120.0,1.0,11000.0,7.0,40.0,56000.0,1.0,True
62.0,17.0,1.0,2.0,0.0,4.0,1.0,2.0,9.0,35001.0,49.0,4700.0,1.0,35000.0,7.0,60.0,2000.0,1.0,False
53.0,22.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,57001.0,49.0,530.0,1.0,11000.0,5.0,42.0,113200.0,1.0,False
54.0,23.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,57001.0,49.0,4510.0,12.0,57000.0,6.0,30.0,6150.0,1.0,False
21.0,15.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,57001.0,49.0,1050.0,1.0,57000.0,1.0,40.0,24000.0,1.0,False
51.0,22.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,35002.0,49.0,2002.0,1.0,35000.0,1.0,40.0,63000.0,1.0,False
50.0,19.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,35002.0,49.0,310.0,1.0,35000.0,1.0,40.0,165000.0,1.0,False
78.0,18.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,35004.0,49.0,9121.0,0.0,0.0,3.0,25.0,33000.0,6.0,False
48.0,16.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,35004.0,49.0,9620.0,1.0,35000.0,1.0,32.0,10000.0,1.0,False
49.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49004.0,49.0,1065.0,1.0,49000.0,1.0,40.0,90000.0,1.0,False
48.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,49004.0,49.0,5120.0,1.0,49000.0,1.0,15.0,13500.0,1.0,False
20.0,18.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,49004.0,49.0,8800.0,1.0,49000.0,1.0,18.0,2700.0,1.0,False
20.0,18.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,49004.0,49.0,8800.0,1.0,49000.0,1.0,18.0,2700.0,1.0,False
66.0,19.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,35002.0,49.0,9620.0,1.0,35000.0,1.0,8.0,21000.0,1.0,True
28.0,22.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49003.0,49.0,2545.0,9.0,49000.0,2.0,28.0,34000.0,1.0,False
56.0,22.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49004.0,49.0,51.0,1.0,35000.0,1.0,40.0,420000.0,1.0,True
25.0,21.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,49004.0,49.0,5000.0,1.0,49000.0,1.0,20.0,10000.0,1.0,True
56.0,16.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,21001.0,49.0,7315.0,1.0,21001.0,1.0,50.0,13000.0,1.0,True
51.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,35004.0,49.0,51.0,1.0,35000.0,1.0,45.0,63000.0,1.0,False
50.0,18.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,35004.0,49.0,6330.0,1.0,35000.0,7.0,45.0,44600.0,1.0,False
61.0,19.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,53001.0,49.0,810.0,1.0,53001.0,7.0,40.0,45000.0,1.0,False
40.0,22.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,49004.0,49.0,2001.0,1.0,49000.0,3.0,40.0,68000.0,1.0,False
41.0,22.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49004.0,49.0,630.0,1.0,49000.0,4.0,40.0,90000.0,1.0,False
63.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,35001.0,49.0,2320.0,1.0,35000.0,1.0,8.0,37000.0,1.0,False
44.0,18.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,35001.0,49.0,9600.0,1.0,35000.0,1.0,45.0,29500.0,1.0,False
35.0,16.0,3.0,2.0,0.0,1.0,1.0,2.0,1.0,35001.0,49.0,6720.0,0.0,0.0,1.0,30.0,24000.0,2.0,False
43.0,18.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,35007.0,49.0,705.0,11.0,35000.0,1.0,45.0,53220.0,1.0,False
43.0,18.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,35007.0,49.0,4710.0,1.0,35000.0,1.0,45.0,117200.0,1.0,True
22.0,18.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,35007.0,49.0,4700.0,1.0,35000.0,1.0,30.0,20400.0,1.0,False
20.0,16.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,35007.0,49.0,310.0,1.0,35000.0,1.0,25.0,20000.0,1.0,False
52.0,16.0,3.0,2.0,0.0,4.0,1.0,2.0,1.0,49002.0,49.0,5240.0,1.0,49000.0,1.0,40.0,20000.0,1.0,False
47.0,20.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,49002.0,49.0,3610.0,1.0,49000.0,1.0,25.0,29000.0,1.0,False
45.0,21.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,49002.0,49.0,220.0,1.0,35000.0,1.0,40.0,91000.0,1.0,True
17.0,16.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,49002.0,49.0,3603.0,1.0,49000.0,1.0,15.0,2400.0,1.0,False
23.0,19.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,49003.0,49.0,2360.0,1.0,49000.0,6.0,6.0,2800.0,1.0,False
76.0,22.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,49003.0,49.0,2205.0,0.0,0.0,4.0,40.0,116000.0,6.0,False
52.0,9.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,57002.0,49.0,9130.0,1.0,35000.0,1.0,40.0,35000.0,1.0,True
28.0,13.0,5.0,2.0,0.0,5.0,1.0,1.0,8.0,35003.0,49.0,4020.0,1.0,35000.0,1.0,45.0,10000.0,1.0,False
25.0,13.0,4.0,2.0,0.0,5.0,1.0,1.0,8.0,35003.0,49.0,4251.0,1.0,35000.0,1.0,40.0,41100.0,1.0,False
25.0,13.0,5.0,2.0,0.0,5.0,1.0,1.0,8.0,35003.0,49.0,4251.0,1.0,35000.0,1.0,40.0,32400.0,1.0,False
61.0,19.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,11002.0,49.0,4720.0,1.0,35000.0,1.0,40.0,123000.0,1.0,False
33.0,19.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,11002.0,49.0,4760.0,1.0,35000.0,1.0,20.0,3000.0,1.0,False
40.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49002.0,49.0,4940.0,1.0,49000.0,1.0,40.0,45000.0,1.0,False
27.0,16.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,35001.0,49.0,9645.0,1.0,35000.0,1.0,40.0,30000.0,1.0,True
29.0,16.0,5.0,2.0,0.0,1.0,1.0,1.0,3.0,35001.0,49.0,6515.0,3.0,5001.0,1.0,40.0,24000.0,1.0,False
29.0,17.0,3.0,2.0,0.0,1.0,1.0,1.0,3.0,35001.0,49.0,6515.0,1.0,35000.0,1.0,40.0,19000.0,1.0,False
28.0,19.0,1.0,1.0,0.0,1.0,3.0,1.0,1.0,57001.0,49.0,8740.0,9.0,57000.0,1.0,48.0,27000.0,1.0,False
24.0,19.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,57001.0,49.0,4510.0,1.0,11000.0,1.0,40.0,5000.0,1.0,False
24.0,18.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,49002.0,49.0,5000.0,1.0,35000.0,1.0,42.0,48000.0,1.0,True
25.0,20.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49002.0,49.0,9830.0,0.0,0.0,5.0,96.0,13600.0,6.0,False
52.0,20.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49004.0,49.0,4810.0,1.0,49000.0,6.0,40.0,31000.0,1.0,False
19.0,18.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49004.0,49.0,5400.0,1.0,35000.0,1.0,40.0,6000.0,1.0,True
52.0,16.0,1.0,2.0,0.0,4.0,1.0,2.0,6.0,35003.0,49.0,4521.0,1.0,35000.0,1.0,40.0,24000.0,1.0,True
54.0,21.0,1.0,2.0,0.0,4.0,1.0,1.0,6.0,35003.0,49.0,5600.0,1.0,35000.0,1.0,40.0,45000.0,1.0,True
25.0,19.0,5.0,2.0,0.0,1.0,1.0,1.0,6.0,35003.0,49.0,5120.0,1.0,35000.0,1.0,20.0,12000.0,1.0,False
36.0,24.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,5001.0,49.0,3050.0,1.0,5001.0,1.0,45.0,167000.0,1.0,False
39.0,16.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,35007.0,49.0,5000.0,1.0,35000.0,2.0,40.0,5900.0,1.0,True
38.0,16.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,35007.0,49.0,4710.0,1.0,35000.0,1.0,47.0,44800.0,1.0,False
23.0,16.0,5.0,2.0,0.0,1.0,3.0,2.0,8.0,5001.0,49.0,7810.0,1.0,5001.0,1.0,40.0,25000.0,1.0,False
53.0,19.0,3.0,2.0,0.0,1.0,1.0,1.0,1.0,35007.0,49.0,2600.0,1.0,35000.0,6.0,30.0,5000.0,1.0,True
33.0,21.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,49002.0,49.0,120.0,1.0,49000.0,1.0,40.0,52000.0,1.0,False
29.0,21.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,49002.0,49.0,2850.0,11.0,49000.0,1.0,22.0,18000.0,1.0,False
58.0,24.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,5001.0,49.0,2100.0,1.0,5001.0,4.0,50.0,118000.0,1.0,False
58.0,24.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,5001.0,49.0,440.0,1.0,5001.0,4.0,40.0,51000.0,1.0,False
24.0,21.0,5.0,2.0,0.0,1.0,1.0,2.0,9.0,49003.0,49.0,2310.0,10.0,49000.0,1.0,9.0,6810.0,1.0,False
21.0,16.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49003.0,49.0,2545.0,0.0,0.0,1.0,20.0,4000.0,6.0,False
51.0,7.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,35001.0,49.0,7750.0,1.0,35000.0,1.0,35.0,18200.0,1.0,False
42.0,16.0,1.0,2.0,0.0,4.0,1.0,2.0,1.0,35001.0,49.0,930.0,1.0,3001.0,3.0,40.0,35500.0,1.0,False
41.0,16.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,49001.0,49.0,2300.0,0.0,0.0,1.0,15.0,7400.0,6.0,False
42.0,16.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49001.0,49.0,220.0,1.0,49000.0,1.0,50.0,96000.0,1.0,True
58.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,11001.0,49.0,800.0,1.0,11000.0,1.0,45.0,114600.0,1.0,False
58.0,19.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,11001.0,49.0,3940.0,1.0,11000.0,3.0,15.0,4500.0,1.0,False
49.0,19.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3001.0,49.0,440.0,1.0,35000.0,1.0,50.0,137300.0,1.0,True
48.0,18.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,3001.0,49.0,4600.0,1.0,3001.0,1.0,52.0,24000.0,1.0,False
27.0,16.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,3001.0,49.0,5240.0,1.0,35000.0,1.0,40.0,31700.0,1.0,True
19.0,17.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,3001.0,49.0,5240.0,1.0,3001.0,1.0,32.0,9600.0,1.0,False
42.0,19.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,49004.0,49.0,8025.0,0.0,0.0,1.0,40.0,110000.0,2.0,False
39.0,17.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,49004.0,49.0,5350.0,1.0,49000.0,1.0,40.0,35000.0,1.0,True
40.0,18.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,11001.0,49.0,3740.0,1.0,11000.0,3.0,48.0,60000.0,1.0,False
39.0,16.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,11001.0,49.0,800.0,1.0,35000.0,1.0,40.0,44800.0,1.0,True
17.0,14.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,11001.0,49.0,6260.0,1.0,57000.0,1.0,20.0,6000.0,1.0,True
53.0,23.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49002.0,49.0,3090.0,1.0,49000.0,1.0,40.0,460000.0,1.0,False
20.0,19.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,49002.0,49.0,2360.0,1.0,35000.0,1.0,6.0,200.0,1.0,True
17.0,14.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,49002.0,49.0,2360.0,1.0,35000.0,1.0,10.0,500.0,1.0,True
51.0,19.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,35005.0,49.0,2001.0,0.0,0.0,3.0,29.0,6800.0,3.0,False
52.0,16.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,35005.0,49.0,2721.0,1.0,35000.0,3.0,40.0,90000.0,1.0,False
18.0,16.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,35005.0,49.0,9645.0,1.0,35000.0,1.0,20.0,3000.0,1.0,False
54.0,19.0,3.0,2.0,0.0,1.0,3.0,1.0,1.0,3001.0,49.0,7315.0,1.0,11000.0,5.0,40.0,57000.0,1.0,True
23.0,20.0,1.0,2.0,0.0,3.0,1.0,2.0,1.0,35001.0,49.0,4461.0,1.0,35000.0,1.0,36.0,20000.0,1.0,True
25.0,18.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,35001.0,49.0,4700.0,1.0,35000.0,1.0,40.0,30000.0,1.0,False
39.0,22.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,21001.0,49.0,3256.0,1.0,21001.0,1.0,25.0,200000.0,1.0,False
26.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,5001.0,49.0,2205.0,10.0,5001.0,4.0,40.0,18700.0,1.0,False
26.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,5001.0,49.0,2300.0,1.0,5001.0,2.0,40.0,32500.0,1.0,False
53.0,19.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,11001.0,49.0,4600.0,1.0,11000.0,1.0,12.0,10000.0,1.0,False
60.0,22.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,11001.0,49.0,4840.0,11.0,11000.0,7.0,70.0,45000.0,1.0,False
27.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,11001.0,49.0,2310.0,1.0,57000.0,2.0,32.0,14000.0,1.0,False
24.0,18.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,11001.0,49.0,4055.0,1.0,11000.0,1.0,30.0,2000.0,1.0,False
21.0,20.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,11001.0,49.0,5400.0,0.0,0.0,1.0,40.0,12900.0,6.0,False
27.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,11001.0,49.0,2014.0,0.0,0.0,1.0,50.0,30600.0,6.0,False
31.0,21.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,57001.0,49.0,5220.0,1.0,57000.0,4.0,40.0,30000.0,1.0,True
41.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,9.0,57001.0,49.0,530.0,1.0,11000.0,5.0,40.0,76600.0,1.0,True
39.0,21.0,1.0,2.0,0.0,4.0,1.0,1.0,1.0,5001.0,49.0,4760.0,1.0,5001.0,1.0,70.0,65000.0,1.0,False
40.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,5001.0,49.0,7800.0,1.0,5001.0,1.0,50.0,65000.0,1.0,False
44.0,9.0,1.0,2.0,0.0,5.0,1.0,1.0,8.0,35001.0,49.0,4140.0,1.0,35000.0,1.0,40.0,20000.0,1.0,False
37.0,9.0,1.0,2.0,0.0,5.0,1.0,2.0,8.0,35001.0,49.0,4020.0,1.0,35000.0,1.0,40.0,23000.0,1.0,False
42.0,19.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,49004.0,49.0,4600.0,11.0,49000.0,1.0,15.0,2500.0,1.0,False
47.0,21.0,1.0,2.0,0.0,3.0,1.0,1.0,1.0,49004.0,49.0,1010.0,1.0,35000.0,2.0,40.0,120000.0,1.0,True
20.0,19.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,49004.0,49.0,2545.0,1.0,49000.0,4.0,35.0,12600.0,1.0,False
39.0,19.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,35001.0,49.0,5600.0,1.0,35000.0,1.0,40.0,48000.0,1.0,False
38.0,19.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,35001.0,49.0,4700.0,11.0,35000.0,7.0,35.0,30000.0,1.0,False
36.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,13001.0,49.0,2205.0,11.0,13001.0,4.0,4.0,1700.0,1.0,False
37.0,20.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,13001.0,49.0,2205.0,1.0,13001.0,3.0,45.0,43200.0,1.0,True
53.0,19.0,1.0,2.0,0.0,1.0,2.0,2.0,1.0,49002.0,49.0,5940.0,1.0,49000.0,1.0,45.0,54000.0,1.0,True
42.0,20.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,11001.0,49.0,1021.0,1.0,57000.0,1.0,41.0,104000.0,1.0,False
40.0,18.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,53001.0,49.0,4920.0,1.0,53001.0,6.0,60.0,105000.0,1.0,False
37.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,11002.0,49.0,2310.0,0.0,0.0,3.0,1.0,670.0,6.0,False
37.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,11002.0,49.0,4700.0,1.0,11000.0,7.0,40.0,110000.0,1.0,False
54.0,16.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49004.0,49.0,4220.0,1.0,49000.0,3.0,40.0,50000.0,1.0,True
49.0,16.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,49004.0,49.0,5240.0,1.0,49000.0,1.0,40.0,35000.0,1.0,True
65.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,11001.0,49.0,3255.0,1.0,11000.0,1.0,40.0,42000.0,1.0,False
42.0,19.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,49004.0,49.0,5820.0,1.0,49000.0,3.0,40.0,54200.0,1.0,False
45.0,15.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49004.0,49.0,6260.0,1.0,49000.0,1.0,40.0,55000.0,1.0,False
22.0,20.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,49004.0,49.0,4030.0,1.0,49000.0,1.0,20.0,11000.0,1.0,False
17.0,14.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,49004.0,49.0,5240.0,1.0,49000.0,1.0,8.0,4500.0,1.0,False
37.0,16.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,35003.0,49.0,4760.0,2.0,35000.0,1.0,40.0,25000.0,1.0,True
29.0,19.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,35003.0,49.0,6355.0,1.0,35000.0,4.0,40.0,45000.0,1.0,True
20.0,13.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,35003.0,49.0,4760.0,1.0,35000.0,1.0,40.0,10000.0,1.0,True
20.0,16.0,5.0,2.0,0.0,1.0,1.0,1.0,9.0,35003.0,49.0,4020.0,1.0,35000.0,1.0,40.0,30000.0,1.0,True
41.0,22.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,35009.0,49.0,1050.0,1.0,35000.0,1.0,40.0,38000.0,1.0,False
20.0,18.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,11001.0,49.0,3603.0,1.0,11000.0,1.0,35.0,12000.0,1.0,False
26.0,21.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,11001.0,49.0,2310.0,0.0,0.0,1.0,45.0,33000.0,2.0,False
44.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49004.0,49.0,1980.0,1.0,13001.0,1.0,20.0,34400.0,1.0,True
21.0,14.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,35002.0,49.0,9620.0,1.0,35000.0,1.0,40.0,22000.0,1.0,False
24.0,16.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,35002.0,49.0,5240.0,1.0,35000.0,1.0,40.0,19000.0,1.0,True
55.0,16.0,1.0,2.0,0.0,5.0,1.0,1.0,1.0,35002.0,49.0,4251.0,11.0,35000.0,1.0,40.0,22000.0,1.0,False
41.0,23.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49004.0,49.0,3090.0,1.0,49000.0,2.0,40.0,240500.0,1.0,False
43.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,35001.0,49.0,4220.0,1.0,35000.0,1.0,30.0,30000.0,1.0,False
38.0,16.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,35001.0,49.0,110.0,1.0,35000.0,1.0,40.0,100000.0,1.0,False
18.0,14.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,35001.0,49.0,5240.0,1.0,35000.0,1.0,12.0,1200.0,1.0,False
67.0,23.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,13001.0,49.0,2100.0,1.0,13001.0,7.0,35.0,126000.0,1.0,False
47.0,22.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,49003.0,49.0,3230.0,0.0,0.0,4.0,40.0,54700.0,2.0,False
57.0,22.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,49003.0,49.0,2205.0,1.0,49000.0,4.0,50.0,47000.0,1.0,True
19.0,19.0,5.0,2.0,0.0,1.0,1.0,1.0,1.0,49003.0,49.0,9620.0,9.0,49000.0,1.0,20.0,8000.0,1.0,False
21.0,19.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,49003.0,49.0,4600.0,1.0,49000.0,1.0,16.0,8000.0,1.0,False
19.0,19.0,5.0,2.0,0.0,1.0,1.0,2.0,1.0,49003.0,49.0,4010.0,0.0,0.0,1.0,6.0,600.0,3.0,False
43.0,21.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,49001.0,49.0,1980.0,1.0,49000.0,1.0,60.0,100000.0,1.0,True
41.0,21.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,49001.0,49.0,5740.0,1.0,49000.0,1.0,40.0,18000.0,1.0,False
57.0,19.0,1.0,2.0,0.0,1.0,1.0,2.0,1.0,13001.0,49.0,4710.0,11.0,13001.0,1.0,10.0,6000.0,1.0,False
59.0,19.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,13001.0,49.0,4710.0,11.0,13001.0,7.0,55.0,35000.0,1.0,False
57.0,24.0,1.0,2.0,0.0,4.0,1.0,1.0,6.0,35003.0,49.0,9645.0,1.0,35000.0,1.0,40.0,40000.0,1.0,False
47.0,24.0,1.0,2.0,0.0,4.0,1.0,2.0,6.0,35003.0,49.0,1240.0,1.0,35000.0,4.0,40.0,52600.0,1.0,False
26.0,19.0,5.0,2.0,0.0,1.0,1.0,2.0,6.0,35003.0,49.0,8255.0,1.0,35000.0,1.0,40.0,21100.0,1.0,False
25.0,16.0,5.0,2.0,0.0,1.0,1.0,1.0,6.0,35003.0,49.0,8990.0,0.0,0.0,1.0,20.0,3400.0,6.0,False
36.0,16.0,5.0,2.0,0.0,2.0,3.0,2.0,9.0,35007.0,49.0,3645.0,1.0,35000.0,1.0,36.0,30000.0,1.0,False
47.0,18.0,3.0,2.0,0.0,1.0,3.0,2.0,1.0,13001.0,49.0,7700.0,1.0,13001.0,1.0,40.0,51000.0,1.0,False
26.0,14.0,5.0,2.0,0.0,1.0,3.0,2.0,1.0,13001.0,49.0,2002.0,1.0,13001.0,4.0,20.0,13000.0,1.0,False
22.0,12.0,1.0,2.0,0.0,1.0,3.0,1.0,1.0,13001.0,49.0,726.0,1.0,13001.0,2.0,46.0,56000.0,1.0,False
18.0,17.0,1.0,2.0,0.0,1.0,3.0,2.0,1.0,13001.0,49.0,5710.0,1.0,13001.0,3.0,40.0,24000.0,1.0,False
